date_year,date_month,date_day,hour,turn_right,turn_left,turn_forward,road
2021,1,5,21:00,0.20,0.20,0.60,all
2021,1,5,21:30,0.20,0.20,0.60,all
2021,1,5,22:00,0.20,0.20,0.60,all
2021,1,5,22:30,0.20,0.20,0.60,all
2021,1,5,23:00,0.20,0.20,0.60,all
2021,1,5,23:30,0.20,0.20,0.60,all
2021,1,6,0:00,0.20,0.20,0.60,all
2021,1,6,0:30,0.20,0.20,0.60,all
2021,1,6,1:00,0.20,0.20,0.60,all
2021,1,6,1:30,0.20,0.20,0.60,all
2021,1,6,2:00,0.20,0.20,0.60,all
2021,1,6,2:30,0.20,0.20,0.60,all
2021,1,6,3:00,0.20,0.20,0.60,all
2021,1,6,3:30,0.20,0.20,0.60,all
2021,1,6,4:00,0.20,0.20,0.60,all
2021,1,6,4:30,0.20,0.20,0.60,all
2021,1,6,5:00,0.20,0.20,0.60,all
2021,1,6,5:30,0.20,0.20,0.60,all
2021,1,6,6:00,0.20,0.20,0.60,all
2021,1,6,6:30,0.20,0.20,0.60,all
2021,1,6,7:00,0.20,0.20,0.60,all
2021,1,6,7:30,0.20,0.20,0.60,all
2021,1,6,8:00,0.20,0.20,0.60,all
2021,1,6,8:30,0.20,0.20,0.60,all
2021,1,6,9:00,0.20,0.20,0.60,all
2021,1,6,9:30,0.20,0.20,0.60,all
2021,1,6,10:00,0.20,0.20,0.60,all
2021,1,6,10:30,0.20,0.20,0.60,all
2021,1,6,11:00,0.20,0.20,0.60,all
2021,1,6,11:30,0.20,0.20,0.60,all
2021,1,6,12:00,0.20,0.20,0.60,all
2021,1,6,12:30,0.20,0.20,0.60,all
2021,1,6,13:00,0.20,0.20,0.60,all
2021,1,6,13:30,0.20,0.20,0.60,all
2021,1,6,14:00,0.20,0.20,0.60,all
2021,1,6,14:30,0.20,0.20,0.60,all
2021,1,6,15:00,0.20,0.20,0.60,all
2021,1,6,15:30,0.20,0.20,0.60,all
2021,1,6,16:00,0.20,0.20,0.60,all
2021,1,6,16:30,0.20,0.20,0.60,all
2021,1,6,17:00,0.20,0.20,0.60,all
2021,1,6,17:30,0.20,0.20,0.60,all
2021,1,6,18:00,0.20,0.20,0.60,all
2021,1,6,18:30,0.20,0.20,0.60,all
2021,1,6,19:00,0.20,0.20,0.60,all
2021,1,6,19:30,0.20,0.20,0.60,all
2021,1,6,20:00,0.20,0.20,0.60,all
2021,1,6,20:30,0.20,0.20,0.60,all
2021,1,6,21:00,0.20,0.20,0.60,all
2021,1,6,21:30,0.20,0.20,0.60,all
2021,1,6,22:00,0.20,0.20,0.60,all
2021,1,6,22:30,0.20,0.20,0.60,all
2021,1,6,23:00,0.20,0.20,0.60,all
2021,1,6,23:30,0.20,0.20,0.60,all
2021,1,7,0:00,0.20,0.20,0.60,all
2021,1,7,0:30,0.20,0.20,0.60,all
2021,1,7,1:00,0.20,0.20,0.60,all
2021,1,7,1:30,0.20,0.20,0.60,all
2021,1,7,2:00,0.20,0.20,0.60,all
2021,1,7,2:30,0.20,0.20,0.60,all
2021,1,7,3:00,0.20,0.20,0.60,all
2021,1,7,3:30,0.20,0.20,0.60,all
2021,1,7,4:00,0.20,0.20,0.60,all
2021,1,7,4:30,0.20,0.20,0.60,all
2021,1,7,5:00,0.20,0.20,0.60,all
2021,1,7,5:30,0.20,0.20,0.60,all
2021,1,7,6:00,0.20,0.20,0.60,all
2021,1,7,6:30,0.20,0.20,0.60,all
2021,1,7,7:00,0.20,0.20,0.60,all
2021,1,7,7:30,0.20,0.20,0.60,all
2021,1,7,8:00,0.20,0.20,0.60,all
2021,1,7,8:30,0.20,0.20,0.60,all
2021,1,7,9:00,0.20,0.20,0.60,all
2021,1,7,9:30,0.20,0.20,0.60,all
2021,1,7,10:00,0.20,0.20,0.60,all
2021,1,7,10:30,0.20,0.20,0.60,all
2021,1,7,11:00,0.20,0.20,0.60,all
2021,1,7,11:30,0.20,0.20,0.60,all
2021,1,7,12:00,0.20,0.20,0.60,all
2021,1,7,12:30,0.20,0.20,0.60,all
2021,1,7,13:00,0.20,0.20,0.60,all
2021,1,7,13:30,0.20,0.20,0.60,all
2021,1,7,14:00,0.20,0.20,0.60,all
2021,1,7,14:30,0.20,0.20,0.60,all
2021,1,7,15:00,0.20,0.20,0.60,all
2021,1,7,15:30,0.20,0.20,0.60,all
2021,1,7,16:00,0.20,0.20,0.60,all
2021,1,7,16:30,0.20,0.20,0.60,all
2021,1,7,17:00,0.20,0.20,0.60,all
2021,1,7,17:30,0.20,0.20,0.60,all
2021,1,7,18:00,0.20,0.20,0.60,all
2021,1,7,18:30,0.20,0.20,0.60,all
2021,1,7,19:00,0.20,0.20,0.60,all
2021,1,7,19:30,0.20,0.20,0.60,all
2021,1,7,20:00,0.20,0.20,0.60,all
2021,1,7,20:30,0.20,0.20,0.60,all
2021,1,7,21:00,0.20,0.20,0.60,all
2021,1,7,21:30,0.20,0.20,0.60,all
2021,1,7,22:00,0.20,0.20,0.60,all
2021,1,7,22:30,0.20,0.20,0.60,all
2021,1,7,23:00,0.20,0.20,0.60,all
2021,1,7,23:30,0.20,0.20,0.60,all
