hour,traffic_type,day,date_day,date_month,date_year
9:30,3,saturday,2,1,2021
10:00,3,saturday,2,1,2021
10:30,3,saturday,2,1,2021
11:00,6,saturday,2,1,2021
11:30,6,saturday,2,1,2021
12:00,6,saturday,2,1,2021
12:30,3,saturday,2,1,2021
13:00,3,saturday,2,1,2021
13:30,7,saturday,2,1,2021
14:00,7,saturday,2,1,2021
14:30,7,saturday,2,1,2021
15:00,6,saturday,2,1,2021
15:30,3,saturday,2,1,2021
16:00,3,saturday,2,1,2021
16:30,3,saturday,2,1,2021
17:00,6,saturday,2,1,2021
17:30,6,saturday,2,1,2021
18:00,6,saturday,2,1,2021
18:30,6,saturday,2,1,2021
19:00,3,saturday,2,1,2021
19:30,3,saturday,2,1,2021
20:00,6,saturday,2,1,2021
20:30,7,saturday,2,1,2021
21:00,10,saturday,2,1,2021
21:30,10,saturday,2,1,2021
22:00,7,saturday,2,1,2021
22:30,6,saturday,2,1,2021
23:00,3,saturday,2,1,2021
23:30,2,saturday,2,1,2021
0:00,0,sunday,3,1,2021
0:30,0,sunday,3,1,2021
1:00,0,sunday,3,1,2021
1:30,0,sunday,3,1,2021
2:00,0,sunday,3,1,2021
2:30,0,sunday,3,1,2021
3:00,0,sunday,3,1,2021
3:30,0,sunday,3,1,2021
4:00,0,sunday,3,1,2021
4:30,0,sunday,3,1,2021
5:00,0,sunday,3,1,2021
5:30,0,sunday,3,1,2021
6:00,0,sunday,3,1,2021
6:30,0,sunday,3,1,2021
7:00,0,sunday,3,1,2021
7:30,0,sunday,3,1,2021
8:00,0,sunday,3,1,2021
8:30,2,sunday,3,1,2021
9:00,2,sunday,3,1,2021
9:30,3,sunday,3,1,2021
10:00,3,sunday,3,1,2021
10:30,3,sunday,3,1,2021
11:00,3,sunday,3,1,2021
11:30,3,sunday,3,1,2021
12:00,3,sunday,3,1,2021
12:30,3,sunday,3,1,2021
13:00,3,sunday,3,1,2021
13:30,6,sunday,3,1,2021
14:00,6,sunday,3,1,2021
14:30,6,sunday,3,1,2021
15:00,6,sunday,3,1,2021
15:30,3,sunday,3,1,2021
16:00,3,sunday,3,1,2021
16:30,3,sunday,3,1,2021
17:00,3,sunday,3,1,2021
17:30,3,sunday,3,1,2021
18:00,3,sunday,3,1,2021
18:30,3,sunday,3,1,2021
19:00,3,sunday,3,1,2021
19:30,3,sunday,3,1,2021
20:00,3,sunday,3,1,2021
20:30,3,sunday,3,1,2021
21:00,3,sunday,3,1,2021
21:30,3,sunday,3,1,2021
22:00,3,sunday,3,1,2021
22:30,2,sunday,3,1,2021
23:00,2,sunday,3,1,2021
23:30,0,sunday,3,1,2021
0:00,0,monday,4,1,2021
0:30,0,monday,4,1,2021
1:00,0,monday,4,1,2021
1:30,0,monday,4,1,2021
2:00,0,monday,4,1,2021
2:30,0,monday,4,1,2021
3:00,0,monday,4,1,2021
3:30,0,monday,4,1,2021
4:00,0,monday,4,1,2021
4:30,0,monday,4,1,2021
5:00,0,monday,4,1,2021
5:30,0,monday,4,1,2021
6:00,2,monday,4,1,2021
6:30,2,monday,4,1,2021
7:00,6,monday,4,1,2021
7:30,6,monday,4,1,2021
8:00,10,monday,4,1,2021
8:30,10,monday,4,1,2021
9:00,10,monday,4,1,2021
9:30,9,monday,4,1,2021
10:00,6,monday,4,1,2021
10:30,6,monday,4,1,2021
11:00,6,monday,4,1,2021
11:30,6,monday,4,1,2021
12:00,6,monday,4,1,2021
12:30,7,monday,4,1,2021
13:00,7,monday,4,1,2021
13:30,11,monday,4,1,2021
14:00,10,monday,4,1,2021
14:30,10,monday,4,1,2021
15:00,10,monday,4,1,2021
15:30,6,monday,4,1,2021
16:00,3,monday,4,1,2021
16:30,3,monday,4,1,2021
17:00,6,monday,4,1,2021
17:30,6,monday,4,1,2021
18:00,6,monday,4,1,2021
18:30,3,monday,4,1,2021
19:00,3,monday,4,1,2021
19:30,3,monday,4,1,2021
20:00,10,monday,4,1,2021
20:30,10,monday,4,1,2021
21:00,6,monday,4,1,2021
21:30,6,monday,4,1,2021
22:00,6,monday,4,1,2021
22:30,2,monday,4,1,2021
23:00,2,monday,4,1,2021
23:30,0,monday,4,1,2021
0:00,0,tuesday,5,1,2021
0:30,0,tuesday,5,1,2021
1:00,0,tuesday,5,1,2021
1:30,0,tuesday,5,1,2021
2:00,0,tuesday,5,1,2021
2:30,0,tuesday,5,1,2021
3:00,0,tuesday,5,1,2021
3:30,0,tuesday,5,1,2021
4:00,0,tuesday,5,1,2021
4:30,0,tuesday,5,1,2021
5:00,0,tuesday,5,1,2021
5:30,0,tuesday,5,1,2021
6:00,2,tuesday,5,1,2021
6:30,0,tuesday,5,1,2021
7:00,6,tuesday,5,1,2021
7:30,6,tuesday,5,1,2021
8:00,10,tuesday,5,1,2021
8:30,10,tuesday,5,1,2021
9:00,10,tuesday,5,1,2021
9:30,9,tuesday,5,1,2021
10:00,6,tuesday,5,1,2021
10:30,6,tuesday,5,1,2021
11:00,6,tuesday,5,1,2021
11:30,6,tuesday,5,1,2021
12:00,6,tuesday,5,1,2021
12:30,7,tuesday,5,1,2021
13:00,7,tuesday,5,1,2021
13:30,11,tuesday,5,1,2021
14:00,10,tuesday,5,1,2021
14:30,10,tuesday,5,1,2021
15:00,10,tuesday,5,1,2021
15:30,6,tuesday,5,1,2021
16:00,3,tuesday,5,1,2021
16:30,3,tuesday,5,1,2021
17:00,6,tuesday,5,1,2021
17:30,6,tuesday,5,1,2021
18:00,6,tuesday,5,1,2021
18:30,3,tuesday,5,1,2021
19:00,3,tuesday,5,1,2021
19:30,3,tuesday,5,1,2021
20:00,10,tuesday,5,1,2021
20:30,10,tuesday,5,1,2021
21:00,6,tuesday,5,1,2021
21:30,6,tuesday,5,1,2021
22:00,6,tuesday,5,1,2021
22:30,3,tuesday,5,1,2021
23:00,2,tuesday,5,1,2021
23:30,0,tuesday,5,1,2021
0:00,0,wednesday,6,1,2021
0:30,0,wednesday,6,1,2021
1:00,0,wednesday,6,1,2021
1:30,0,wednesday,6,1,2021
2:00,0,wednesday,6,1,2021
2:30,0,wednesday,6,1,2021
3:00,0,wednesday,6,1,2021
3:30,0,wednesday,6,1,2021
4:00,0,wednesday,6,1,2021
4:30,0,wednesday,6,1,2021
5:00,0,wednesday,6,1,2021
5:30,0,wednesday,6,1,2021
6:00,0,wednesday,6,1,2021
6:30,0,wednesday,6,1,2021
7:00,0,wednesday,6,1,2021
7:30,0,wednesday,6,1,2021
8:00,2,wednesday,6,1,2021
8:30,3,wednesday,6,1,2021
9:00,3,wednesday,6,1,2021
9:30,3,wednesday,6,1,2021
10:00,3,wednesday,6,1,2021
10:30,3,wednesday,6,1,2021
11:00,3,wednesday,6,1,2021
11:30,6,wednesday,6,1,2021
12:00,6,wednesday,6,1,2021
12:30,3,wednesday,6,1,2021
13:00,3,wednesday,6,1,2021
13:30,6,wednesday,6,1,2021
14:00,6,wednesday,6,1,2021
14:30,7,wednesday,6,1,2021
15:00,7,wednesday,6,1,2021
15:30,7,wednesday,6,1,2021
16:00,3,wednesday,6,1,2021
16:30,3,wednesday,6,1,2021
17:00,3,wednesday,6,1,2021
17:30,6,wednesday,6,1,2021
18:00,7,wednesday,6,1,2021
18:30,6,wednesday,6,1,2021
19:00,6,wednesday,6,1,2021
19:30,6,wednesday,6,1,2021
20:00,7,wednesday,6,1,2021
20:30,7,wednesday,6,1,2021
21:00,6,wednesday,6,1,2021
21:30,6,wednesday,6,1,2021
22:00,6,wednesday,6,1,2021
22:30,3,wednesday,6,1,2021
23:00,3,wednesday,6,1,2021
23:30,0,wednesday,6,1,2021
0:00,0,thursday,7,1,2021
0:30,0,thursday,7,1,2021
1:00,0,thursday,7,1,2021
1:30,0,thursday,7,1,2021
2:00,0,thursday,7,1,2021
2:30,0,thursday,7,1,2021
3:00,0,thursday,7,1,2021
3:30,0,thursday,7,1,2021
4:00,0,thursday,7,1,2021
4:30,0,thursday,7,1,2021
5:00,0,thursday,7,1,2021
5:30,0,thursday,7,1,2021
6:00,2,thursday,7,1,2021
6:30,6,thursday,7,1,2021
7:00,6,thursday,7,1,2021
7:30,6,thursday,7,1,2021
8:00,10,thursday,7,1,2021
8:30,10,thursday,7,1,2021
9:00,10,thursday,7,1,2021
9:30,9,thursday,7,1,2021
10:00,6,thursday,7,1,2021
10:30,6,thursday,7,1,2021
11:00,6,thursday,7,1,2021
11:30,6,thursday,7,1,2021
12:00,6,thursday,7,1,2021
12:30,7,thursday,7,1,2021
13:00,7,thursday,7,1,2021
13:30,11,thursday,7,1,2021
14:00,10,thursday,7,1,2021
14:30,10,thursday,7,1,2021
15:00,10,thursday,7,1,2021
15:30,6,thursday,7,1,2021
16:00,3,thursday,7,1,2021
16:30,3,thursday,7,1,2021
17:00,6,thursday,7,1,2021
17:30,6,thursday,7,1,2021
18:00,6,thursday,7,1,2021
18:30,3,thursday,7,1,2021
19:00,3,thursday,7,1,2021
19:30,3,thursday,7,1,2021
20:00,10,thursday,7,1,2021
20:30,10,thursday,7,1,2021
21:00,9,thursday,7,1,2021
21:30,10,thursday,7,1,2021
22:00,7,thursday,7,1,2021
22:30,6,thursday,7,1,2021
23:00,6,thursday,7,1,2021
23:30,2,thursday,7,1,2021
0:00,0,friday,8,1,2021
0:30,0,friday,8,1,2021
1:00,0,friday,8,1,2021
1:30,0,friday,8,1,2021
2:00,0,friday,8,1,2021
2:30,0,friday,8,1,2021
3:00,0,friday,8,1,2021
3:30,0,friday,8,1,2021
4:00,0,friday,8,1,2021
4:30,0,friday,8,1,2021
5:00,0,friday,8,1,2021
5:30,0,friday,8,1,2021
6:00,2,friday,8,1,2021
6:30,3,friday,8,1,2021
7:00,6,friday,8,1,2021
7:30,6,friday,8,1,2021
8:00,10,friday,8,1,2021
8:30,10,friday,8,1,2021
9:00,10,friday,8,1,2021
9:30,9,friday,8,1,2021
10:00,6,friday,8,1,2021
10:30,6,friday,8,1,2021
11:00,6,friday,8,1,2021
11:30,6,friday,8,1,2021
12:00,6,friday,8,1,2021
12:30,7,friday,8,1,2021
13:00,11,friday,8,1,2021
13:30,11,friday,8,1,2021
14:00,11,friday,8,1,2021
14:30,10,friday,8,1,2021
15:00,10,friday,8,1,2021
15:30,6,friday,8,1,2021
16:00,6,friday,8,1,2021
16:30,3,friday,8,1,2021
17:00,6,friday,8,1,2021
17:30,6,friday,8,1,2021
18:00,6,friday,8,1,2021
18:30,3,friday,8,1,2021
19:00,6,friday,8,1,2021
19:30,6,friday,8,1,2021
20:00,10,friday,8,1,2021
20:30,10,friday,8,1,2021
21:00,9,friday,8,1,2021
21:30,10,friday,8,1,2021
22:00,10,friday,8,1,2021
22:30,10,friday,8,1,2021
23:00,6,friday,8,1,2021
23:30,3,friday,8,1,2021
0:00,0,saturday,9,1,2021
0:30,0,saturday,9,1,2021
1:00,0,saturday,9,1,2021
1:30,0,saturday,9,1,2021
2:00,0,saturday,9,1,2021
2:30,0,saturday,9,1,2021
3:00,0,saturday,9,1,2021
3:30,0,saturday,9,1,2021
4:00,0,saturday,9,1,2021
4:30,0,saturday,9,1,2021
5:00,0,saturday,9,1,2021
5:30,0,saturday,9,1,2021
6:00,0,saturday,9,1,2021
6:30,0,saturday,9,1,2021
7:00,0,saturday,9,1,2021
7:30,2,saturday,9,1,2021
8:00,2,saturday,9,1,2021
8:30,2,saturday,9,1,2021
9:00,3,saturday,9,1,2021
9:30,3,saturday,9,1,2021
10:00,3,saturday,9,1,2021
10:30,3,saturday,9,1,2021
11:00,6,saturday,9,1,2021
11:30,6,saturday,9,1,2021
12:00,6,saturday,9,1,2021
12:30,3,saturday,9,1,2021
13:00,3,saturday,9,1,2021
13:30,7,saturday,9,1,2021
14:00,7,saturday,9,1,2021
14:30,7,saturday,9,1,2021
15:00,6,saturday,9,1,2021
15:30,3,saturday,9,1,2021
16:00,3,saturday,9,1,2021
16:30,3,saturday,9,1,2021
17:00,6,saturday,9,1,2021
17:30,6,saturday,9,1,2021
18:00,6,saturday,9,1,2021
18:30,6,saturday,9,1,2021
19:00,3,saturday,9,1,2021
19:30,3,saturday,9,1,2021
20:00,6,saturday,9,1,2021
20:30,7,saturday,9,1,2021
21:00,10,saturday,9,1,2021
21:30,10,saturday,9,1,2021
22:00,7,saturday,9,1,2021
22:30,6,saturday,9,1,2021
23:00,3,saturday,9,1,2021
23:30,2,saturday,9,1,2021
0:00,0,sunday,10,1,2021
0:30,0,sunday,10,1,2021
1:00,0,sunday,10,1,2021
1:30,0,sunday,10,1,2021
2:00,0,sunday,10,1,2021
2:30,0,sunday,10,1,2021
3:00,0,sunday,10,1,2021
3:30,0,sunday,10,1,2021
4:00,0,sunday,10,1,2021
4:30,0,sunday,10,1,2021
5:00,0,sunday,10,1,2021
5:30,0,sunday,10,1,2021
6:00,0,sunday,10,1,2021
6:30,0,sunday,10,1,2021
7:00,0,sunday,10,1,2021
7:30,0,sunday,10,1,2021
8:00,0,sunday,10,1,2021
8:30,2,sunday,10,1,2021
9:00,2,sunday,10,1,2021
9:30,3,sunday,10,1,2021
10:00,3,sunday,10,1,2021
10:30,3,sunday,10,1,2021
11:00,3,sunday,10,1,2021
11:30,3,sunday,10,1,2021
12:00,3,sunday,10,1,2021
12:30,3,sunday,10,1,2021
13:00,3,sunday,10,1,2021
13:30,6,sunday,10,1,2021
14:00,6,sunday,10,1,2021
14:30,6,sunday,10,1,2021
15:00,6,sunday,10,1,2021
15:30,3,sunday,10,1,2021
16:00,3,sunday,10,1,2021
16:30,3,sunday,10,1,2021
17:00,3,sunday,10,1,2021
17:30,3,sunday,10,1,2021
18:00,3,sunday,10,1,2021
18:30,3,sunday,10,1,2021
19:00,3,sunday,10,1,2021
19:30,3,sunday,10,1,2021
20:00,3,sunday,10,1,2021
20:30,3,sunday,10,1,2021
21:00,3,sunday,10,1,2021
21:30,3,sunday,10,1,2021
22:00,3,sunday,10,1,2021
22:30,2,sunday,10,1,2021
23:00,2,sunday,10,1,2021
23:30,0,sunday,10,1,2021
0:00,0,monday,11,1,2021
0:30,0,monday,11,1,2021
1:00,0,monday,11,1,2021
1:30,0,monday,11,1,2021
2:00,0,monday,11,1,2021
2:30,0,monday,11,1,2021
3:00,0,monday,11,1,2021
3:30,0,monday,11,1,2021
4:00,0,monday,11,1,2021
4:30,0,monday,11,1,2021
5:00,0,monday,11,1,2021
5:30,0,monday,11,1,2021
6:00,2,monday,11,1,2021
6:30,2,monday,11,1,2021
7:00,6,monday,11,1,2021
7:30,6,monday,11,1,2021
8:00,10,monday,11,1,2021
8:30,10,monday,11,1,2021
9:00,10,monday,11,1,2021
9:30,9,monday,11,1,2021
10:00,6,monday,11,1,2021
10:30,6,monday,11,1,2021
11:00,6,monday,11,1,2021
11:30,6,monday,11,1,2021
12:00,6,monday,11,1,2021
12:30,7,monday,11,1,2021
13:00,7,monday,11,1,2021
13:30,11,monday,11,1,2021
14:00,10,monday,11,1,2021
14:30,10,monday,11,1,2021
15:00,10,monday,11,1,2021
15:30,6,monday,11,1,2021
16:00,3,monday,11,1,2021
16:30,3,monday,11,1,2021
17:00,6,monday,11,1,2021
17:30,6,monday,11,1,2021
18:00,6,monday,11,1,2021
18:30,3,monday,11,1,2021
19:00,3,monday,11,1,2021
19:30,3,monday,11,1,2021
20:00,10,monday,11,1,2021
20:30,10,monday,11,1,2021
21:00,6,monday,11,1,2021
21:30,6,monday,11,1,2021
22:00,6,monday,11,1,2021
22:30,2,monday,11,1,2021
23:00,2,monday,11,1,2021
23:30,0,monday,11,1,2021
0:00,0,tuesday,12,1,2021
0:30,0,tuesday,12,1,2021
1:00,0,tuesday,12,1,2021
1:30,0,tuesday,12,1,2021
2:00,0,tuesday,12,1,2021
2:30,0,tuesday,12,1,2021
3:00,0,tuesday,12,1,2021
3:30,0,tuesday,12,1,2021
4:00,0,tuesday,12,1,2021
4:30,0,tuesday,12,1,2021
5:00,0,tuesday,12,1,2021
5:30,0,tuesday,12,1,2021
6:00,2,tuesday,12,1,2021
6:30,0,tuesday,12,1,2021
7:00,6,tuesday,12,1,2021
7:30,6,tuesday,12,1,2021
8:00,10,tuesday,12,1,2021
8:30,10,tuesday,12,1,2021
9:00,10,tuesday,12,1,2021
9:30,11,tuesday,12,1,2021
10:00,6,tuesday,12,1,2021
10:30,6,tuesday,12,1,2021
11:00,6,tuesday,12,1,2021
11:30,6,tuesday,12,1,2021
12:00,6,tuesday,12,1,2021
12:30,7,tuesday,12,1,2021
13:00,7,tuesday,12,1,2021
13:30,11,tuesday,12,1,2021
14:00,10,tuesday,12,1,2021
14:30,10,tuesday,12,1,2021
15:00,10,tuesday,12,1,2021
15:30,6,tuesday,12,1,2021
16:00,3,tuesday,12,1,2021
16:30,3,tuesday,12,1,2021
17:00,6,tuesday,12,1,2021
17:30,6,tuesday,12,1,2021
18:00,6,tuesday,12,1,2021
18:30,3,tuesday,12,1,2021
19:00,3,tuesday,12,1,2021
19:30,3,tuesday,12,1,2021
20:00,10,tuesday,12,1,2021
20:30,10,tuesday,12,1,2021
21:00,6,tuesday,12,1,2021
21:30,6,tuesday,12,1,2021
22:00,6,tuesday,12,1,2021
22:30,3,tuesday,12,1,2021
23:00,2,tuesday,12,1,2021
23:30,0,tuesday,12,1,2021
0:00,0,wednesday,13,1,2021
0:30,0,wednesday,13,1,2021
1:00,0,wednesday,13,1,2021
1:30,0,wednesday,13,1,2021
2:00,0,wednesday,13,1,2021
2:30,0,wednesday,13,1,2021
3:00,0,wednesday,13,1,2021
3:30,0,wednesday,13,1,2021
4:00,0,wednesday,13,1,2021
4:30,0,wednesday,13,1,2021
5:00,0,wednesday,13,1,2021
5:30,0,wednesday,13,1,2021
6:00,2,wednesday,13,1,2021
6:30,3,wednesday,13,1,2021
7:00,6,wednesday,13,1,2021
7:30,6,wednesday,13,1,2021
8:00,10,wednesday,13,1,2021
8:30,10,wednesday,13,1,2021
9:00,10,wednesday,13,1,2021
9:30,9,wednesday,13,1,2021
10:00,6,wednesday,13,1,2021
10:30,6,wednesday,13,1,2021
11:00,6,wednesday,13,1,2021
11:30,6,wednesday,13,1,2021
12:00,6,wednesday,13,1,2021
12:30,7,wednesday,13,1,2021
13:00,7,wednesday,13,1,2021
13:30,11,wednesday,13,1,2021
14:00,10,wednesday,13,1,2021
14:30,10,wednesday,13,1,2021
15:00,10,wednesday,13,1,2021
15:30,6,wednesday,13,1,2021
16:00,3,wednesday,13,1,2021
16:30,3,wednesday,13,1,2021
17:00,6,wednesday,13,1,2021
17:30,6,wednesday,13,1,2021
18:00,6,wednesday,13,1,2021
18:30,3,wednesday,13,1,2021
19:00,3,wednesday,13,1,2021
19:30,3,wednesday,13,1,2021
20:00,10,wednesday,13,1,2021
20:30,10,wednesday,13,1,2021
21:00,6,wednesday,13,1,2021
21:30,6,wednesday,13,1,2021
22:00,6,wednesday,13,1,2021
22:30,3,wednesday,13,1,2021
23:00,3,wednesday,13,1,2021
23:30,0,wednesday,13,1,2021
0:00,0,thursday,14,1,2021
0:30,0,thursday,14,1,2021
1:00,0,thursday,14,1,2021
1:30,0,thursday,14,1,2021
2:00,0,thursday,14,1,2021
2:30,0,thursday,14,1,2021
3:00,0,thursday,14,1,2021
3:30,0,thursday,14,1,2021
4:00,0,thursday,14,1,2021
4:30,0,thursday,14,1,2021
5:00,0,thursday,14,1,2021
5:30,0,thursday,14,1,2021
6:00,2,thursday,14,1,2021
6:30,6,thursday,14,1,2021
7:00,6,thursday,14,1,2021
7:30,6,thursday,14,1,2021
8:00,10,thursday,14,1,2021
8:30,10,thursday,14,1,2021
9:00,10,thursday,14,1,2021
9:30,9,thursday,14,1,2021
10:00,6,thursday,14,1,2021
10:30,6,thursday,14,1,2021
11:00,6,thursday,14,1,2021
11:30,6,thursday,14,1,2021
12:00,6,thursday,14,1,2021
12:30,7,thursday,14,1,2021
13:00,7,thursday,14,1,2021
13:30,11,thursday,14,1,2021
14:00,10,thursday,14,1,2021
14:30,10,thursday,14,1,2021
15:00,10,thursday,14,1,2021
15:30,6,thursday,14,1,2021
16:00,3,thursday,14,1,2021
16:30,3,thursday,14,1,2021
17:00,6,thursday,14,1,2021
17:30,6,thursday,14,1,2021
18:00,6,thursday,14,1,2021
18:30,3,thursday,14,1,2021
19:00,3,thursday,14,1,2021
19:30,3,thursday,14,1,2021
20:00,10,thursday,14,1,2021
20:30,10,thursday,14,1,2021
21:00,9,thursday,14,1,2021
21:30,10,thursday,14,1,2021
22:00,7,thursday,14,1,2021
22:30,6,thursday,14,1,2021
23:00,6,thursday,14,1,2021
23:30,2,thursday,14,1,2021
0:00,0,friday,15,1,2021
0:30,0,friday,15,1,2021
1:00,0,friday,15,1,2021
1:30,0,friday,15,1,2021
2:00,0,friday,15,1,2021
2:30,0,friday,15,1,2021
3:00,0,friday,15,1,2021
3:30,0,friday,15,1,2021
4:00,0,friday,15,1,2021
4:30,0,friday,15,1,2021
5:00,0,friday,15,1,2021
5:30,0,friday,15,1,2021
6:00,2,friday,15,1,2021
6:30,3,friday,15,1,2021
7:00,6,friday,15,1,2021
7:30,6,friday,15,1,2021
8:00,10,friday,15,1,2021
8:30,10,friday,15,1,2021
9:00,10,friday,15,1,2021
9:30,9,friday,15,1,2021
10:00,6,friday,15,1,2021
10:30,6,friday,15,1,2021
11:00,6,friday,15,1,2021
11:30,6,friday,15,1,2021
12:00,6,friday,15,1,2021
12:30,7,friday,15,1,2021
13:00,11,friday,15,1,2021
13:30,11,friday,15,1,2021
14:00,11,friday,15,1,2021
14:30,10,friday,15,1,2021
15:00,10,friday,15,1,2021
15:30,6,friday,15,1,2021
16:00,6,friday,15,1,2021
16:30,3,friday,15,1,2021
17:00,6,friday,15,1,2021
17:30,6,friday,15,1,2021
18:00,6,friday,15,1,2021
18:30,3,friday,15,1,2021
19:00,6,friday,15,1,2021
19:30,6,friday,15,1,2021
20:00,10,friday,15,1,2021
20:30,10,friday,15,1,2021
21:00,9,friday,15,1,2021
21:30,10,friday,15,1,2021
22:00,10,friday,15,1,2021
22:30,10,friday,15,1,2021
23:00,6,friday,15,1,2021
23:30,3,friday,15,1,2021
0:00,0,saturday,16,1,2021
0:30,0,saturday,16,1,2021
1:00,0,saturday,16,1,2021
1:30,0,saturday,16,1,2021
2:00,0,saturday,16,1,2021
2:30,0,saturday,16,1,2021
3:00,0,saturday,16,1,2021
3:30,0,saturday,16,1,2021
4:00,0,saturday,16,1,2021
4:30,0,saturday,16,1,2021
5:00,0,saturday,16,1,2021
5:30,0,saturday,16,1,2021
6:00,0,saturday,16,1,2021
6:30,0,saturday,16,1,2021
7:00,0,saturday,16,1,2021
7:30,2,saturday,16,1,2021
8:00,2,saturday,16,1,2021
8:30,2,saturday,16,1,2021
9:00,3,saturday,16,1,2021
9:30,3,saturday,16,1,2021
10:00,3,saturday,16,1,2021
10:30,3,saturday,16,1,2021
11:00,6,saturday,16,1,2021
11:30,6,saturday,16,1,2021
12:00,6,saturday,16,1,2021
12:30,3,saturday,16,1,2021
13:00,3,saturday,16,1,2021
13:30,7,saturday,16,1,2021
14:00,9,saturday,16,1,2021
14:30,7,saturday,16,1,2021
15:00,6,saturday,16,1,2021
15:30,3,saturday,16,1,2021
16:00,3,saturday,16,1,2021
16:30,3,saturday,16,1,2021
17:00,6,saturday,16,1,2021
17:30,6,saturday,16,1,2021
18:00,6,saturday,16,1,2021
18:30,6,saturday,16,1,2021
19:00,3,saturday,16,1,2021
19:30,3,saturday,16,1,2021
20:00,6,saturday,16,1,2021
20:30,7,saturday,16,1,2021
21:00,10,saturday,16,1,2021
21:30,10,saturday,16,1,2021
22:00,7,saturday,16,1,2021
22:30,6,saturday,16,1,2021
23:00,3,saturday,16,1,2021
23:30,2,saturday,16,1,2021
0:00,0,sunday,17,1,2021
0:30,0,sunday,17,1,2021
1:00,0,sunday,17,1,2021
1:30,0,sunday,17,1,2021
2:00,0,sunday,17,1,2021
2:30,0,sunday,17,1,2021
3:00,0,sunday,17,1,2021
3:30,0,sunday,17,1,2021
4:00,0,sunday,17,1,2021
4:30,0,sunday,17,1,2021
5:00,0,sunday,17,1,2021
5:30,0,sunday,17,1,2021
6:00,0,sunday,17,1,2021
6:30,0,sunday,17,1,2021
7:00,0,sunday,17,1,2021
7:30,0,sunday,17,1,2021
8:00,0,sunday,17,1,2021
8:30,2,sunday,17,1,2021
9:00,2,sunday,17,1,2021
9:30,3,sunday,17,1,2021
10:00,3,sunday,17,1,2021
10:30,3,sunday,17,1,2021
11:00,3,sunday,17,1,2021
11:30,3,sunday,17,1,2021
12:00,3,sunday,17,1,2021
12:30,3,sunday,17,1,2021
13:00,3,sunday,17,1,2021
13:30,6,sunday,17,1,2021
14:00,6,sunday,17,1,2021
14:30,6,sunday,17,1,2021
15:00,6,sunday,17,1,2021
15:30,3,sunday,17,1,2021
16:00,3,sunday,17,1,2021
16:30,3,sunday,17,1,2021
17:00,3,sunday,17,1,2021
17:30,3,sunday,17,1,2021
18:00,3,sunday,17,1,2021
18:30,3,sunday,17,1,2021
19:00,3,sunday,17,1,2021
19:30,3,sunday,17,1,2021
20:00,3,sunday,17,1,2021
20:30,3,sunday,17,1,2021
21:00,3,sunday,17,1,2021
21:30,3,sunday,17,1,2021
22:00,3,sunday,17,1,2021
22:30,2,sunday,17,1,2021
23:00,2,sunday,17,1,2021
23:30,0,sunday,17,1,2021
0:00,0,monday,18,1,2021
0:30,0,monday,18,1,2021
1:00,0,monday,18,1,2021
1:30,0,monday,18,1,2021
2:00,0,monday,18,1,2021
2:30,0,monday,18,1,2021
3:00,0,monday,18,1,2021
3:30,0,monday,18,1,2021
